TRIALNO,Tunis,Belgrade,Tripoli,Benghazi,Ankara,Izmir,Athens,Thessaloniki,Istanbul,Van,Damascus,Baghdad,Vienna,Budapest,Tehran,Lampedusa,Malta,Skopje,Zahedan,Lesbos,Chios,Frankfurt,Hamburg,Munich,Zagreb,Pozzallo,Rome,Milan,Graz,Samos,Quetta,Herat,Calabria,Cagliari,Paris,Gaziantep,Gevgelija,Roszke,Mersin,Lyon,Gjirokastra,Patras,Igoumenitsa,Brindisi,Bari,Ancona,Alexandria,Crete,Amman,Podgorica,Copenhagen,Stockholm,Bucharest,Sofia,London,Brussels,Luxembourg,
16151,12,200,61,64,580,0,140,0,272,449,524,156,153,153,293,0,53,0,66,11,0,125,0,7,6,109,134,243,0,0,66,227,140,12,318,520,0,119,410,194,48,133,21,87,87,120,420,606,501,27,0,0,40,292,7,0,158,
1711,11,178,63,68,443,0,166,0,170,298,724,161,205,152,286,0,46,0,61,31,0,83,0,14,27,114,187,486,27,0,61,225,156,11,376,414,0,152,269,377,62,125,44,61,61,162,562,642,694,27,0,0,0,196,32,0,96,
1701,12,169,67,70,473,0,239,0,229,322,703,161,229,204,291,0,41,0,70,42,0,120,0,16,59,111,209,452,59,0,70,221,171,12,462,381,0,138,230,394,68,140,0,69,69,117,554,641,678,59,0,0,66,194,6,0,139,
1751,15,200,63,65,443,20,216,0,203,342,732,174,243,187,306,0,29,0,71,37,0,131,0,25,45,94,176,442,45,0,71,235,146,15,419,342,0,162,261,371,89,152,56,87,87,136,590,637,738,45,0,0,25,216,20,0,129,
16161,13,248,64,64,573,6,103,0,329,448,550,159,279,271,289,0,64,0,64,17,0,250,0,0,0,128,144,282,0,0,64,225,70,13,445,408,0,206,299,232,20,109,25,73,73,99,418,508,521,10,0,0,65,290,15,0,271,
16171,16,205,63,66,624,14,146,0,273,451,587,160,216,216,291,0,50,0,65,22,0,261,0,18,10,114,139,297,10,0,65,226,76,16,438,625,0,174,486,243,37,123,22,94,94,127,432,560,575,24,0,0,42,242,8,0,267,
16162,14,256,64,61,701,0,103,0,323,473,623,186,234,234,287,0,59,0,62,19,0,198,0,11,9,120,140,204,0,0,62,225,61,14,398,688,0,184,480,182,34,72,16,45,45,64,375,490,552,18,0,0,50,320,40,0,223,
1721,16,228,62,61,502,0,195,0,236,314,711,155,221,197,287,0,58,0,65,17,0,84,0,6,42,113,246,460,33,0,65,222,173,16,421,451,0,161,263,381,88,168,64,88,88,125,537,613,679,42,0,0,36,267,7,0,74,
16152,14,235,65,63,618,4,145,0,334,461,506,168,252,243,293,0,39,0,69,18,0,235,0,4,0,94,127,301,0,0,69,224,102,14,396,474,0,180,345,265,86,111,61,80,80,116,403,534,468,34,0,0,63,302,15,0,210,
1731,15,138,61,63,433,0,149,0,160,336,728,185,196,160,289,0,52,0,68,22,0,129,0,48,56,103,259,445,56,0,68,221,194,15,393,358,0,117,261,365,67,103,44,61,61,115,546,656,690,56,0,0,43,138,0,0,95,
1702,11,60,63,66,421,11,238,0,75,331,720,170,82,72,284,0,37,0,62,15,0,69,0,20,8,103,216,416,8,0,62,222,234,11,430,412,0,54,332,344,8,234,0,130,124,170,571,711,721,8,0,0,18,63,47,0,105,
1712,11,105,61,66,412,9,216,0,122,290,767,165,139,107,290,0,42,0,69,9,0,99,0,17,53,108,244,482,53,0,69,221,193,11,466,403,0,90,290,409,63,177,10,120,120,179,616,731,772,53,0,0,17,120,4,0,130,
16192,22,216,68,64,561,12,129,0,349,460,546,172,267,274,288,0,68,0,61,31,0,229,0,10,0,132,165,407,0,0,61,227,67,22,384,425,0,180,349,296,40,105,45,100,100,214,422,535,527,7,0,0,94,271,0,0,211,
16182,14,228,65,64,686,26,169,0,374,467,584,173,244,236,294,0,55,0,68,26,0,304,0,37,0,119,162,316,0,0,68,226,86,14,460,694,0,170,541,241,30,154,25,110,110,143,386,536,527,9,0,0,66,313,13,0,290,
16202,15,232,64,63,700,0,143,0,369,435,507,151,260,260,284,0,45,0,62,15,0,270,0,24,0,106,132,334,0,0,62,222,64,15,421,632,0,204,421,278,93,101,79,86,86,133,385,537,450,20,0,0,56,287,12,0,286,
17102,12,174,64,72,474,5,145,0,246,334,772,184,205,191,289,0,64,0,65,20,0,114,0,12,5,136,210,463,5,0,65,224,131,12,361,357,0,138,241,350,66,119,75,80,80,174,550,575,741,17,0,0,53,210,12,0,116,
17101,15,241,62,66,461,11,195,0,200,328,782,191,197,170,293,0,46,0,64,34,0,98,0,13,31,102,217,489,31,0,64,229,168,15,466,359,0,152,237,433,91,156,71,89,89,131,552,668,733,41,0,0,18,271,9,0,127,
1771,11,196,61,62,464,5,141,0,216,332,753,175,220,198,284,0,52,0,61,5,0,131,0,0,23,107,213,462,14,0,61,223,133,11,392,366,0,178,239,370,50,117,37,54,54,140,595,595,774,31,0,0,29,205,8,0,138,
17111,13,82,61,65,431,0,186,0,164,315,762,162,142,122,287,0,49,0,63,0,0,69,0,6,8,114,204,456,8,0,63,224,152,13,399,355,0,48,247,375,50,160,38,67,67,146,606,688,792,12,0,0,74,116,0,0,78,
